,City,Cloudiness,Country,Date,Humidity,Lat,Lon,Max Temp,Wind Speed
373,Bell Ville,100,AR,1598726221,47,-32.63,-62.69,62.01,11.01
374,Santiago del Estero,73,AR,1598726085,45,-27.8,-64.26,80.8,18.1
375,Marzuq,72,YE,1598726037,41,14.4,46.47,85.89,9.01
376,Thinadhoo,100,MV,1598725945,74,0.53,72.93,83.07,10.47
377,Korla,0,CN,1598726017,70,41.76,86.15,73.99,8.99
378,Båtsfjord,100,NO,1598726222,72,70.63,29.72,50.65,7.31
379,Guangyuan,91,CN,1598726223,72,32.44,105.82,72.0,2.26
380,Mossamedes,0,AO,1598725651,69,-15.2,12.15,62.6,7.87
381,Benguela,14,AO,1598726223,82,-12.58,13.41,67.32,4.63
382,Sorong,100,ID,1598726009,85,-0.88,131.25,76.68,4.14
383,Cayenne,40,GF,1598725992,59,4.93,-52.33,89.6,8.05
384,Moose Factory,90,CA,1598726224,82,51.26,-80.61,57.2,10.29
385,Bathsheba,75,BB,1598725952,79,13.22,-59.52,84.2,23.04
386,Kaeo,0,NZ,1598726225,3,-35.1,173.78,45.0,3.11
387,Oussouye,40,SN,1598726226,94,12.48,-16.55,82.4,4.7
388,Hailey,5,US,1598726026,38,43.52,-114.32,80.01,6.93
389,Oparino,99,RU,1598726226,96,59.85,48.28,55.27,0.54
390,Buchanan,75,LR,1598726043,94,5.88,-10.05,77.0,9.17
391,Amalāpuram,27,IN,1598726227,87,16.58,82.02,79.43,3.4
392,Auki,100,SB,1598726227,85,-8.77,160.7,77.7,4.63
393,Bria,100,CF,1598726228,95,6.54,21.99,71.17,3.42
394,Tandaltī,82,SD,1598726228,60,13.02,31.87,83.3,5.46
395,Saint-Pierre,30,RE,1598725987,68,-21.34,55.48,71.6,13.87
396,Jacmel,20,HT,1598726229,66,18.23,-72.53,91.4,10.29
397,Cidreira,68,BR,1598725951,68,-30.18,-50.21,71.67,7.83
398,Walvis Bay,0,NA,1598726229,79,-22.96,14.51,57.0,5.01
399,Goderich,100,CA,1598726025,80,43.75,-81.72,68.0,18.99
400,Ranong,14,TH,1598726230,76,9.97,98.63,80.11,3.89
401,Linares,1,CL,1598726230,77,-35.85,-71.6,55.06,10.96
402,Tazovsky,89,RU,1598725901,89,67.47,78.7,46.47,13.58
403,Ketchikan,90,US,1598726017,93,55.34,-131.65,55.4,11.41
404,Santa Rosalía,71,MX,1598726231,71,27.32,-112.28,85.08,8.59
405,Koshurnikovo,0,RU,1598726232,99,54.17,93.3,46.26,0.65
406,Algarrobo,64,CO,1598726232,68,10.19,-74.58,93.99,1.52
407,Tshikapa,18,CD,1598726233,48,-6.42,20.8,83.61,2.13
408,Grindavik,75,IS,1598725971,87,63.84,-22.43,53.6,13.87
409,Ilhabela,2,BR,1598725942,67,-23.78,-45.36,76.57,4.47
410,Itoman,20,JP,1598725953,88,26.12,127.67,82.4,6.93
411,Tiarei,20,PF,1598725986,74,-17.53,-149.33,78.8,3.36
412,Ambon City,49,ID,1598726234,84,-3.7,128.18,77.85,14.07
413,Luanda,75,AO,1598725947,78,-8.84,13.23,71.6,6.93
414,Çay,0,TR,1598726234,20,38.59,31.03,75.49,5.39
415,Batemans Bay,0,AU,1598726235,91,-35.72,150.18,45.0,5.91
416,Padang,73,ID,1598725984,81,-0.95,100.35,77.59,5.28
417,Nago,1,JP,1598726236,94,26.59,127.98,82.4,8.05
418,Eger,6,HU,1598726236,51,47.9,20.37,77.25,6.89
419,Karatuzskoye,0,RU,1598726237,94,53.61,92.87,50.94,3.33
420,Constantine,20,DZ,1598726238,28,36.37,6.61,86.0,10.29
421,Dubti,50,ET,1598726238,35,11.74,41.09,94.33,6.31
422,Tongliao,94,CN,1598726238,80,43.61,122.27,62.08,5.44
423,Marawi,100,PH,1598726239,88,8.0,124.29,75.0,5.99
424,Leshukonskoye,100,RU,1598725974,74,64.9,45.76,52.23,7.54
425,Klyuchi,0,RU,1598726239,55,52.27,79.17,62.6,6.91
426,Sambava,0,MG,1598726017,84,-14.27,50.17,71.22,13.15
427,Vila Velha,20,BR,1598725954,69,-20.33,-40.29,80.01,14.99
428,Tambun,20,ID,1598726240,78,-6.26,107.07,84.0,9.17
429,Mutuípe,94,BR,1598726038,58,-13.23,-39.5,79.88,8.5
430,Port Lincoln,50,AU,1598725929,72,-34.73,135.87,57.0,16.62
431,Garh Maharaja,0,PK,1598726241,44,30.83,71.91,91.08,5.23
432,Lewistown,75,US,1598726241,74,40.6,-77.57,82.0,9.17
433,Kupang,38,ID,1598726242,80,-10.17,123.58,72.09,10.56
434,Namatanai,39,PG,1598725988,82,-3.67,152.43,77.67,4.99
435,Machiques,50,VE,1598726244,58,10.06,-72.55,89.15,10.25
436,Grand Gaube,1,MU,1598725948,73,-20.01,57.66,71.01,8.01
437,Eenhana,84,NA,1598726244,11,-17.47,16.33,77.0,3.36
438,Petawawa,100,CA,1598726245,98,45.9,-77.33,59.0,1.01
439,Mushie,84,CD,1598726245,71,-3.02,16.9,79.39,3.51
440,Lovozero,18,RU,1598726245,68,68.0,35.01,44.55,6.35
441,Nouadhibou,0,MR,1598725872,65,20.93,-17.03,82.4,20.8
442,Qiongshan,0,CN,1598726246,94,20.01,110.35,77.0,2.24
443,Ozernovskiy,100,RU,1598726246,93,51.5,156.52,48.9,2.26
444,Dubki,1,RU,1598726246,77,43.02,46.84,71.01,2.24
445,Zhifang,0,CN,1598726247,74,30.35,114.32,80.6,6.71
446,Touros,40,BR,1598725947,65,-5.2,-35.46,82.4,17.22
447,Samarai,67,PG,1598726041,86,-10.62,150.67,78.28,14.97
448,Coffs Harbour,0,AU,1598726248,93,-30.3,153.13,48.99,4.7
449,Bogandé,98,BF,1598726248,75,12.97,-0.14,80.01,9.13
450,Camacha,40,PT,1598726012,60,33.08,-16.33,73.4,16.11
451,Lagos de Moreno,75,MX,1598726250,60,21.35,-101.92,71.6,2.24
452,Coahuayana Viejo,75,MX,1598726048,78,18.73,-103.68,78.8,6.33
453,Great Falls,1,US,1598726243,11,47.5,-111.3,84.99,18.34
454,Tarabuco,7,BO,1598726250,22,-19.17,-64.92,70.74,8.23
455,Spring Hill,40,US,1598726174,66,28.48,-82.53,91.99,12.75
456,Tazmalt,20,DZ,1598726251,54,36.39,4.4,82.4,4.7
457,Campoverde,40,PE,1598726251,52,-8.48,-74.81,91.4,9.17
458,Parfino,100,RU,1598726252,92,57.97,31.65,54.46,2.19
459,Yangi Marg`ilon,74,UZ,1598726252,56,40.43,71.72,73.4,4.7
460,Humboldt,90,US,1598726252,93,40.67,-123.92,61.0,5.82
461,Miyako,100,JP,1598726253,91,39.64,141.95,72.7,6.31
462,Huarmey,16,PE,1598725999,67,-10.07,-78.15,67.46,12.15
463,Boca do Acre,100,BR,1598726253,29,-8.75,-67.4,99.05,0.51
464,Omboué,100,GA,1598725998,84,-1.57,9.26,75.02,10.31
465,Seaford,98,GB,1598726254,79,50.77,0.1,57.0,5.99
466,Adrar,71,MR,1598726254,7,20.5,-10.07,103.53,15.79
467,Malibu,5,US,1598726177,75,34.01,-118.81,70.0,1.01
468,Manaure,75,CO,1598726256,63,11.78,-72.44,93.2,11.41
469,Vitim,100,RU,1598726257,91,59.45,112.56,54.36,3.76
470,Khovd,100,MN,1598726022,63,48.01,91.64,52.3,1.34
471,San Luis,0,AR,1598726257,35,-33.3,-66.34,58.46,19.26
472,Tomatlán,100,MX,1598726004,66,19.93,-105.25,88.0,9.66
473,Atambua,58,ID,1598726039,81,-9.11,124.89,65.5,5.77
474,Yar-Sale,0,RU,1598726000,80,66.83,70.83,41.56,9.73
475,Caucaia,20,BR,1598726258,62,-3.74,-38.65,86.0,23.04
476,Vanavara,0,RU,1598726258,87,60.34,102.28,49.57,2.53
477,Khani,0,GE,1598726259,94,41.96,42.96,69.8,3.36
478,Ixtapa,20,MX,1598726259,55,20.7,-105.2,87.8,2.24
479,Pombas,75,CV,1598726259,58,17.15,-25.02,87.8,6.93
480,Tārūt,0,SA,1598726260,55,26.57,50.04,95.0,2.24
481,Beloha,56,MG,1598725878,57,-25.17,45.05,75.31,4.41
482,Kalmunai,99,LK,1598726000,78,7.42,81.82,81.77,3.83
483,Nola,0,IT,1598726263,58,40.92,14.53,82.4,4.7
484,Albox,0,ES,1598726263,23,37.39,-2.15,80.01,8.99
485,Kirovskiy,100,RU,1598726264,95,45.09,133.51,59.97,5.59
486,Fairbanks,20,US,1598725833,93,64.84,-147.72,50.0,3.36
487,Harper,94,LR,1598726264,81,4.38,-7.72,76.53,11.95
488,Kodīnar,100,IN,1598726265,91,20.79,70.7,78.89,13.09
489,Kieta,2,PG,1598725967,79,-6.22,155.63,78.21,3.85
490,Kefamenanu,85,ID,1598726265,91,-9.45,124.48,64.17,4.52
491,Eureka,90,US,1598726016,100,40.8,-124.16,61.0,5.82
492,Sovetskiy,100,RU,1598726266,82,61.36,63.58,57.92,10.09
493,High Level,75,CA,1598726266,81,58.52,-117.14,50.0,10.29
494,Roebourne,0,AU,1598725839,43,-20.78,117.13,75.99,7.05
495,Bharatpur,75,IN,1598726267,88,27.22,77.48,80.6,5.82
496,Novosysoyevka,100,RU,1598726267,93,44.23,133.36,60.26,5.06
497,Butembo,100,CD,1598726267,100,0.15,29.28,57.96,2.15
498,Zhigansk,100,RU,1598725981,59,66.77,123.37,53.53,8.97
499,Skjervøy,43,NO,1598726268,77,70.03,20.97,47.93,7.56
500,Vieques,40,PR,1598726268,70,18.43,-65.83,89.01,9.17
501,Uruçuí,7,BR,1598726269,19,-7.23,-44.56,99.3,8.08
502,Mundgod,100,IN,1598726269,96,14.97,75.03,70.32,5.3
503,Magomeni,20,TZ,1598726269,78,-6.8,39.25,75.2,8.05
504,Meteş,5,RO,1598726270,61,46.1,23.42,80.6,2.24
505,Safaga,0,EG,1598726270,52,26.73,33.94,87.8,4.7
506,Corowa,0,AU,1598726270,90,-36.03,146.38,41.0,8.43
507,Porto Walter,100,BR,1598726111,25,-8.27,-72.74,101.34,2.35
508,Aquiraz,20,BR,1598726271,62,-3.9,-38.39,86.0,23.04
509,Belomorsk,2,RU,1598726271,91,64.52,34.77,47.43,3.67
510,Sulangan,100,PH,1598725977,76,11.14,123.72,83.32,11.45
511,Paita,0,PE,1598726272,60,-5.09,-81.11,73.4,17.22
512,Naze,75,JP,1598726023,94,28.37,129.48,80.6,4.7
513,Coyhaique,75,CL,1598725992,52,-45.58,-72.07,42.8,12.39
514,Rørvik,17,NO,1598726273,63,64.86,11.24,51.85,10.47
515,Khor,100,RU,1598726274,93,47.89,134.95,56.62,1.72
516,Teguise,40,ES,1598726274,65,29.06,-13.56,77.0,23.04
517,Ndélé,100,CF,1598726274,97,8.41,20.65,71.8,3.89
518,Ulladulla,0,AU,1598726019,54,-35.35,150.47,53.6,8.05
519,Kaduna,100,NG,1598726199,88,10.52,7.44,72.28,5.03
520,Chulym,0,RU,1598726275,94,55.1,80.96,55.89,6.24
521,Terrace,90,CA,1598726276,100,54.52,-128.6,50.0,3.36
522,Chegutu,0,ZW,1598726276,21,-18.13,30.14,73.06,6.31
523,Atikokan,54,CA,1598725966,51,48.76,-91.62,65.17,10.54
524,Challans,90,FR,1598726276,76,46.84,-1.87,60.8,11.41
525,Necochea,52,AR,1598726026,59,-38.55,-58.74,46.99,15.01
526,Vila Franca do Campo,75,PT,1598725968,94,37.72,-25.43,75.2,16.11
527,Pegnitz,75,DE,1598726277,100,49.76,11.54,62.01,5.41
528,Sabang,83,ID,1598726025,71,5.89,95.32,82.99,2.8
529,Sidi Ali,0,DZ,1598726278,61,36.1,0.42,73.38,10.96
530,Kādīpur,4,IN,1598726279,80,26.17,82.38,80.49,8.5
531,Ngaoundéré,94,CM,1598726279,95,7.32,13.58,65.05,2.01
532,Harda,100,IN,1598726279,95,22.33,77.1,73.54,16.44
533,Omsukchan,89,RU,1598726280,89,62.53,155.8,39.42,4.47
534,Banda Aceh,91,ID,1598726033,78,5.56,95.32,79.9,3.74
535,Panguna,11,PG,1598726280,99,-6.32,155.48,67.64,1.9
536,Amapá,26,BR,1598726044,53,1.0,-52.0,89.22,5.95
537,Sindou,91,BF,1598726281,90,10.67,-5.17,74.86,4.41
538,Narganá,24,PA,1598726281,78,9.44,-78.59,83.12,9.93
539,Teknāf,100,BD,1598726281,89,20.86,92.31,80.08,4.97
540,Turukhansk,0,RU,1598726282,84,65.82,87.98,50.38,2.68
541,Ust-Kuyga,58,RU,1598726282,75,70.02,135.6,39.15,1.9
542,Bud,40,US,1598726006,61,39.45,-86.18,84.0,11.41
543,Salalah,90,OM,1598726003,94,17.02,54.09,77.0,3.36
544,Saint-Louis,20,SN,1598726283,56,16.33,-15.0,93.2,6.93
545,Mmathubudukwane,90,BW,1598726283,14,-24.6,26.43,68.0,9.17
